band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,2068,2004,2136,2028,2110,2064,2060,1994,2158,2069,2065,2074,121
1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,1806,1800,1873,1764,1897,1665,1972,1857,1830,1826,1830,1832,236
2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,2258,2573,3072,1979,2115,3818,2550,2824,2265,2659,2991,2680,537
532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,532,534,363,717,488,624,310,776,598,417,548,685,270
286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,286,344,266,303,376,392,397,343,452,330,447,608,,,,,,,,,,,,
1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,1147,850,1362,1204,1050,1141,1302,1145,1127,1174,1141,1168,467
1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,1595,1608,1604,1509,1537,1729,1625,1563,1528,1700,1628,1604,383
669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,669,965,693,905,865,723,651,918,1013,676,986,829,291
394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,394,370,304,503,296,458,399,417,391,389,386,411,319
2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,2458,1694,3527,2317,2281,3210,2547,2638,2586,2586,2584,2585,252
2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,2373,2425,2473,2308,2525,2325,2543,2418,2404,2330,2572,2428,413
752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,752,830,744,713,851,861,363,1262,789,772,813,823,21
1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,1310,1352,1316,1299,1351,1262,1406,1110,1593,1321,1301,1378,569
538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,538,641,241,848,187,922,748,597,667,637,596,610,325
1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,1623,1694,1291,1845,1447,1884,1818,1634,1576,1745,1669,1678,134
87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,87,106,95,98,96,97,96,97,95,98,96,97,98
2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,2552,2806,2719,1903,2281,2677,3274,3523,3065,2609,3318,2820,533
1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,1861,1893,1876,1663,1946,2037,1537,2203,1774,1832,2016,1917,108
1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,1996,2195,2110,2056,2079,2156,2123,1974,2195,2096,2174,2129,402
1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,1958,1968,1961,1965,1971,1960,1969,1932,1992,1864,2059,1978,507
1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,1358,1319,1401,1403,1301,1301,1454,1418,1399,1372,1374,1373,367
628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,628,753,803,647,799,678,787,733,732,730,724,735,590
3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,3809,3820,3818,3815,3794,3834,3815,3819,3817,3812,3807,3828,475
2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,2693,2608,2807,2547,2774,2697,2785,2690,2627,2780,2696,2727,120
1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,1447,1456,1379,1441,1530,1413,1406,1539,1436,1468,1437,1467,483
1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,1061,1217,955,1130,1361,729,1503,1283,1154,1086,1049,1333,620
1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,1721,1673,1769,1721,1632,1807,1695,1676,1794,1717,1726,1722,156
1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,1799,1658,1944,1793,1687,1744,1978,1727,1714,1950,1818,1802,364
3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,3342,2646,3807,2980,4465,4339,3016,3769,4084,2815,4369,3645,515
3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,3722,3439,4251,3785,3785,3840,3806,3295,4251,3590,3838,4046,545
2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,2166,2156,2193,1946,2293,2332,2161,2069,2218,2280,2182,2183,154
1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,1357,1587,1455,1401,1516,948,1979,1509,1457,1510,1491,1484,259
