band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,2294,2293,2297,2280,2284,2246,2368,2289,2302,156
2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,2396,2368,2430,2412,2302,2422,2349,2505,2430,364
4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,4730,4887,3158,6398,4764,4427,5295,4270,5348,515
5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,5070,5074,5053,5008,5143,4575,5455,5151,5119,545
2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,2862,2950,2649,3164,2741,2950,2993,2960,2910,154
1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,1957,1888,1955,1670,2249,2033,1983,1950,2009,259
4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,4442,4352,4542,4438,4455,4454,4285,4585,4472,457
818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,818,831,191,1151,1058,760,866,939,830,380
4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,4772,5025,4855,4671,4766,5328,4771,5037,4904,414
5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,5010,5022,4905,4661,5379,4075,5799,5262,5029,376
6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,6108,6096,6129,6058,6157,6149,6088,5968,6309,118
4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,4859,4917,4932,4797,5014,4869,4794,5036,4917,557
1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,1492,1556,1699,1585,1555,1589,1605,1573,1601,230
1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,1706,1362,2126,1458,1886,1640,1451,2332,2001,332
2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,2466,2327,2543,2183,2429,2542,2764,2451,2482,107
2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,2490,2875,2702,2636,2770,2676,2645,2743,2718,43
2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,2000,2154,2535,1815,2067,2097,3019,2475,2299,596
1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,1127,1030,1084,1143,1300,766,1630,1225,1185,611
5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,5374,5305,5436,5389,5339,5380,5402,5271,5493,509
863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,863,916,1092,628,1347,1003,952,1012,982,84
1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,1538,1660,1496,1547,1818,1476,1627,1726,1619,465
1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,1386,1413,1408,1422,1407,1403,1400,1403,1440,482
2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,2261,2015,1798,2447,2591,2245,2117,2632,2297,573
1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,1170,1072,915,1126,1151,1616,1350,1173,1227,297
2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,2529,2546,2532,2461,2622,2456,2621,2422,2657,117
2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,2175,2184,2173,2182,2184,2166,2193,2179,2183,180
1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,1986,1949,2021,1865,2103,1985,1988,1813,2160,204
1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,1190,1336,1261,1594,1368,1427,1349,1379,1363,246
3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,3365,3372,3385,3354,3394,3378,3325,3421,3378,520
1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,1203,1245,1391,1589,1336,1376,1324,1363,1386,487
5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,5257,4945,6544,4760,5924,6049,5608,5752,5612,534
2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,2628,2629,2388,2870,2624,2551,2711,2628,2630,203
2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,2660,2770,2806,2750,2588,2605,3077,2749,2843,612
798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,798,783,811,755,808,833,716,878,805,186
1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,1804,1873,1550,1976,2017,1732,1968,1822,1877,124
5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,5469,5701,5575,5317,5095,6629,5577,5657,5659,499
3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,3673,3590,3735,3673,3717,3664,3619,3763,3681,429
1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,1462,1449,1451,1423,1614,1425,1366,1353,1784,281
7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,7407,7411,7413,7291,7523,7410,7410,7416,7416,516
2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,2572,2591,2579,2541,2625,2580,2523,2569,2654,501
2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,2003,2377,2190,2156,2002,2409,2194,2006,2383,286
925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,925,973,272,1293,1185,1022,988,963,953,288
