band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,1476,2146,1853,1811,1828,1789,1571,2219,1399,2289,593
1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,1012,1015,990,1039,986,760,1226,1084,890,1138,392
24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,24,19,49,46,33,25,24,25,27,,,,,,,,,,,,,,,,,,,,,,,,
3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,3769,3900,3838,3699,3983,3715,3960,3720,3809,4000,425
880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,880,926,995,938,876,995,924,919,962,935,473
499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,499,321,858,419,714,575,569,564,563,568,75
1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,1860,1864,1852,1865,1852,1881,1710,2022,1863,1864,172
456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,456,462,485,465,453,484,456,479,467,469,22
2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,2188,2194,2126,2222,2231,2138,2278,2275,2196,2220,349
543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,543,571,494,520,596,561,543,629,597,583,263
1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,1118,1088,1225,1027,1162,1291,984,1336,1149,1176,369
1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,1130,1145,1214,1162,1162,1032,1413,1039,1315,1186,219
1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,1245,1307,1284,1277,1324,1286,1290,1288,1282,1294,491
3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,3577,3638,3650,3614,3629,3542,3687,3559,3697,3623,406
1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,1227,1058,1436,978,1401,1247,1290,1246,1313,1264,382
3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,3015,2949,3101,3026,3018,3017,2864,3195,2881,3166,128
391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,391,399,394,398,393,395,397,393,399,396,69
1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,1902,1936,2023,1910,1991,1697,1926,1727,2506,1963,79
993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,993,1089,1005,1035,1083,999,1032,1063,1061,1074,613
1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,1590,1705,1663,1474,1792,1601,1686,1707,1607,1702,461
877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,877,860,810,987,879,911,890,885,889,889,601
1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,1944,2168,2357,1901,2597,1867,2508,2232,2238,2207,253
1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,1018,1274,916,1034,1255,1292,1097,1286,1149,1147,19
13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,13734,13517,13960,12926,14700,13768,13768,13287,14247,13769,101
3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,3207,3176,3249,2564,3409,2647,3400,3965,2935,3554,443
1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,1462,1814,1535,1462,1858,1737,1696,1538,1841,1696,385
958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,958,807,571,1461,814,707,1269,985,1099,1184,595
513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,513,603,984,1529,23,1327,843,662,798,264,,,,,,,,,,,,
774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,774,847,766,833,836,826,810,814,794,837,586
1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,1587,1482,1553,2146,1498,1787,1723,1647,1814,1693,576
4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,4619,4529,4777,3680,5304,4590,5099,4643,4613,4744,314
996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,996,1755,2925,3295,2740,2256,2183,1960,2079,274,,,,,,,,,,,,
510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,510,557,448,618,507,548,543,505,561,537,40
1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,1826,1191,1570,1803,2469,1968,2485,2726,2007,2005,420
404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,404,511,512,528,575,404,524,602,592,519,10
4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,4998,4422,6887,3903,7027,5427,5495,5451,5455,5452,550
3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,3413,3673,3511,3577,2818,4270,3452,3645,3464,3627,438
4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,4335,4747,4599,3514,3455,4475,5850,5280,4644,4802,100
883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,883,856,846,943,911,937,953,716,1173,922,266
1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,1934,1920,1909,1950,1963,1869,2003,1926,1941,1940,471
