band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,32,64,191,124,88,83,63,87,74,30,,,,,,,,,,,,,,,,,,,,,,,,
2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,2654,2608,2702,2436,2871,2650,2420,2885,2551,2777,2657,449
1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,1187,1189,1201,1161,1231,1185,1084,1255,1232,1208,1199,32
1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,1275,1312,1295,1260,1320,1055,1539,1276,1227,1364,1315,216
51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,51,51,50,51,48,52,50,48,55,51,51,96
1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,1323,1436,1332,1421,1348,1417,1379,1371,1370,1397,1380,14
866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,866,1220,1259,930,700,1396,1153,1390,1206,916,1338,594
5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,5633,5524,5742,5789,5601,5547,6122,5666,5514,5937,5720,554
3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,3337,3145,3039,3604,3102,3469,3115,4065,3909,3185,3656,416
756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,756,940,767,886,901,850,850,819,880,842,859,160
1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,1697,1737,1542,1802,1873,1748,1685,1758,1757,1734,1740,604
1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,1476,1862,1644,1613,1731,1261,1473,2296,1679,1667,1679,593
906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,906,917,902,961,887,818,989,745,1089,986,940,392
22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,22,21,46,3,40,6,40,18,26,23,27,,,,,,,,,,,,
3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,3469,3463,3537,3273,3514,3497,3659,3421,3557,3266,3737,425
848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,848,824,864,853,854,838,867,850,849,852,851,473
499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,499,321,403,832,474,422,639,516,514,516,514,75
1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,1692,1691,1697,1634,1755,1576,1708,1663,1817,1706,1694,172
421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,421,419,421,439,422,426,417,430,427,424,430,22
1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,1985,1977,2041,1968,2044,1863,2129,2025,1937,2091,2008,349
505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,505,469,476,537,570,510,370,630,515,472,583,263
1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,1033,979,1091,1002,1077,1119,773,1295,862,1149,1176,369
1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,1048,987,1083,1047,1030,1081,1005,1211,1158,1071,1077,219
1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,1156,1136,1008,1368,1089,1142,1295,1170,1171,1171,1171,491
3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,3256,3319,3285,3304,3297,3272,3300,3134,3454,3295,3300,406
1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,1119,891,1285,1107,1255,1139,1116,1150,1130,1124,1144,382
2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,2719,2767,2758,2716,2769,2760,2746,2740,2560,2918,2779,128
353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,353,362,364,355,358,365,354,363,360,360,361,69
1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,1614,1694,2028,1778,1684,1833,1749,1860,1779,1774,1788,79
902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,902,938,878,1070,884,1001,955,870,1038,943,955,613
1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,1428,1454,1573,1496,1541,1494,1436,1558,1458,1557,1532,461
772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,772,700,922,823,780,831,819,807,809,807,807,601
1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,1944,2059,1695,2240,2071,1989,1807,2130,1977,2103,2004,253
1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,1018,967,1130,1050,1045,1017,1062,1047,1045,1043,1044,19
12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,12450,12521,12574,12492,12352,12492,12369,12869,12356,12609,12592,101
2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,2919,2309,3469,2433,3444,2872,2980,2821,2862,3050,2947,443
1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,1462,1433,1392,1365,1911,981,1324,1696,1538,1841,1696,385
