band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,574,582,573,559,534,663,571,500,675,574,585,543,601,603,586
558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,558,1029,1482,1553,1135,1478,1031,1356,953,1327,1275,1296,1247,1210,576
3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,3328,3173,3383,3409,3322,3346,2948,3583,3435,2693,3711,3599,3336,3332,314
996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,996,1755,2925,2971,324,2563,177,2698,1443,1012,1844,1481,274,,,,,,,,,,,,,,,,,,,,,,,,
364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,364,397,372,382,367,333,425,380,392,395,383,381,373,390,40
1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,1421,1434,162,1570,1803,2187,282,1968,1894,591,1532,1758,1986,1462,420
292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,292,371,389,375,375,293,435,404,226,298,602,366,375,370,10
3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,3816,3038,2566,6094,3949,3725,4049,3866,3883,3857,3984,3900,3834,3956,550
2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,2293,2750,2554,2521,2540,2535,1799,3003,2765,2558,2515,2552,2416,2649,438
3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,3180,3344,3223,3211,3341,3281,1070,4475,4239,1611,4931,3264,3150,3381,100
623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,623,582,695,685,679,494,681,539,681,670,716,731,700,664,266
1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,1330,1428,1381,1390,1373,1375,1399,1372,1355,1413,1355,1366,1403,1415,471
1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,1339,2495,1388,2444,1931,1771,1694,2318,1649,2210,1828,1959,1977,1932,442
1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,1565,1274,1416,1918,1587,1872,1390,1556,1906,1615,1600,1619,1543,1678,166
543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,543,1048,841,468,1241,498,1242,770,910,841,829,850,829,853,386
1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,1770,1777,1769,1775,1734,1756,1829,1749,1802,1764,1781,1772,1778,1774,121
1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,1539,1522,1606,1566,1601,1400,1571,1578,1729,1568,1566,1568,1563,1575,236
2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,2258,1811,2180,2812,2175,2089,2490,1089,2466,2257,3213,2230,2312,2402,537
407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,407,500,421,506,312,488,624,310,407,611,356,682,485,483,270
229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,608,,,,,,,,,,,,
986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,986,932,1033,995,945,1019,844,1076,985,1031,991,972,998,1004,467
1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,1208,1470,1353,1268,1400,1541,1342,1290,1326,1513,1371,1395,1377,1376,383
669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,669,555,896,695,707,575,723,651,884,644,622,857,627,788,291
312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,312,297,388,336,245,444,303,352,333,354,331,336,345,342,319
1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,1510,2642,1620,2291,2973,1241,3210,1815,2627,2220,2216,2216,2216,2216,252
2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,2062,2094,2048,2091,2096,2073,1965,2142,1999,2204,2098,2010,2131,2111,413
575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,575,564,846,691,558,656,861,363,1040,249,1020,749,716,685,21
1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,1125,1153,1140,1153,1088,1169,1062,1242,1150,1066,975,1387,1090,1199,569
403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,403,479,538,450,585,592,330,748,420,537,598,519,503,530,325
