band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,1733,1606,1837,1769,1516,1980,1753,1745,1765,1612,1849,1765,1690,1813,1746,154
1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,1165,1192,1172,1129,1142,882,1575,1179,1175,1141,1027,1366,1111,1255,1183,259
2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,2668,2613,2402,2973,2680,2671,2670,2610,2662,2734,2632,2625,2505,2887,2693,457
300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,300,669,29,842,1067,84,854,204,760,521,345,681,578,510,380,,,,,,,,,,,,
2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,2848,2698,2962,3215,2929,2522,3374,2717,3201,2951,2507,3272,2801,2960,3172,414
2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,2906,3110,3004,3006,2911,3120,2819,3200,2760,2216,4014,2906,3049,2939,3182,376
3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,3671,3669,3645,3674,3674,3572,3720,3639,3744,3689,3603,3535,3660,3827,3740,118
2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,2935,2929,2963,2931,2950,2850,2916,2571,3211,3132,2940,2980,2926,2931,2970,557
941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,941,924,821,1115,946,937,968,876,1024,924,957,961,960,950,951,230
929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,929,1187,952,1030,1096,1458,1838,48,1640,1451,1140,824,1170,1199,332,,,,,,,,,,,,
1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,1450,1411,1351,1331,1793,668,2350,780,2177,1179,1780,1363,1591,1482,1481,107
1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,1615,1619,1617,1145,2071,1183,2067,1162,2059,1611,1453,1773,1642,1618,1620,43
1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,1121,1456,1515,1151,1446,1491,324,2067,1657,440,1700,1319,1889,1499,1386,596
410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,410,717,662,862,590,590,553,567,733,766,821,809,909,653,848,611
3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,3225,3220,3230,3229,3211,3238,3220,3216,3241,3193,3259,3228,3148,3297,3234,509
587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,587,572,574,447,691,628,600,397,650,703,462,490,819,585,590,84
968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,968,962,779,1122,863,971,1046,812,1103,909,1091,873,729,1306,973,465
845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,845,844,841,845,832,825,811,920,805,871,804,823,878,885,853,482
1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,1090,1265,1233,1818,668,2074,373,1674,2037,1125,1598,1154,1573,1280,1441,573
583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,583,668,833,736,337,1126,691,460,836,780,290,1063,938,731,728,297
1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,1521,1457,1393,1670,1566,1327,1728,1190,1795,1499,1531,1597,1512,1535,1525,117
1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,1290,1322,1268,1348,1304,1299,1322,1309,1300,1302,1288,1342,1305,1309,1311,180
1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,1187,1166,1120,1238,1245,1153,1221,1200,1189,1190,1095,1235,1189,731,1711,204
765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,765,848,633,821,720,939,996,805,823,826,799,829,827,817,819,246
1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,1891,2135,2011,2020,2065,2022,2027,1781,2264,2032,2004,2038,2011,2036,2035,520
812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,812,803,828,805,591,1031,800,1658,812,812,817,804,768,872,487,,,,,,,,,,,,
