band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,812,943,770,964,1041,665,1081,983,818,989,850,973,909,219
948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,948,1000,1024,981,973,831,1142,1012,1004,975,1006,989,992,491
2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,2279,3291,2785,2787,2775,2797,2785,2759,2671,2929,2745,2822,2791,406
937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,937,906,1029,895,932,1052,759,1061,973,1040,957,960,959,382
2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,2316,2307,2325,2277,2401,2289,2360,2281,2156,2537,2322,2334,2327,128
301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,301,295,315,305,305,304,299,309,296,312,286,323,305,69
1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,1458,1203,1177,2178,1496,1286,1712,1488,1387,1677,1496,1235,1788,79
723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,723,827,846,755,824,841,726,843,832,740,830,826,821,613
1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,1251,1201,1303,1227,1096,1506,1308,1278,1167,1228,1414,1276,1272,461
655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,655,680,578,634,744,706,709,717,722,683,678,687,684,601
1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,1516,1752,1579,1864,1659,1639,1486,1961,1599,1861,1670,1736,1697,253
824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,824,891,930,563,1034,1051,874,622,1097,934,883,882,883,19
10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,10223,10415,11062,10655,10123,11061,10589,10494,9919,11338,10145,10993,10659,101
2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,2190,2711,2506,2233,2556,2510,2143,2899,1904,2654,2058,3179,2563,443
1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,1112,1344,820,1535,1462,1290,981,1324,781,1743,1588,1360,1299,385
695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,695,595,475,571,707,754,814,1396,580,985,607,895,781,595
513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,513,603,984,1062,490,809,518,577,276,860,590,264,,,,,,,,,,,,,,,,,,,,,,,,
595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,595,647,618,624,548,720,623,627,579,677,624,609,646,586
558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,558,2024,487,1553,1486,1644,1309,1154,1225,1573,1239,1364,1314,576
3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,3583,3341,3760,3578,3343,3765,3707,3214,3968,3298,3862,3501,3678,314
996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,996,1755,2925,3295,2740,2256,442,2455,1761,1564,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,411,401,392,420,425,412,397,365,470,407,413,410,411,40
1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,1421,1596,1570,1803,2469,1918,50,2485,1532,1758,1905,1543,420,,,,,,,,,,,,
292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,292,492,391,391,389,381,376,448,298,428,446,440,399,10
3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,3816,3038,5662,3973,3721,3873,5186,4274,4003,4365,3858,4144,4604,550
2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,2727,2727,2708,2727,2741,2732,2722,2178,2860,3140,2592,2868,2728,438
3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,3397,3427,3449,3658,3264,3455,3947,3367,3011,4056,3224,3756,3690,100
623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,623,744,597,794,506,787,663,662,951,395,869,834,715,266
1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,1486,1483,1494,1493,1422,1526,1466,1541,1458,1447,1517,1529,1493,471
1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,1339,2542,1341,2970,1960,2140,2115,2167,2068,2046,2073,2075,2099,442
1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,1565,1274,2201,1813,907,2643,1695,1703,1802,1733,1731,1721,1751,166
