band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,4785,4773,4797,4834,4666,4932,4804,4802,425
1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,1099,1225,1124,1167,1226,1170,1168,1171,473
499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,499,724,874,714,720,704,708,707,75
2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,2285,2357,2325,2326,2348,2325,2327,2340,172
582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,582,586,586,567,600,586,579,590,22
2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,2748,2749,2636,2828,2683,2858,2775,2791,349
653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,653,665,669,737,713,630,741,829,263
1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,1420,1449,1236,1515,1454,1416,1346,1720,369
1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,1417,1381,1367,1648,1468,1485,1486,1546,219
1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,1587,1599,1526,1725,1535,1636,1609,1660,491
4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,4499,4545,4537,4527,4523,4518,4509,4558,406
1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,1450,1422,1798,1430,1471,1768,1561,1560,382
3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,3776,3772,3741,3820,3687,3875,3767,3794,128
483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,483,506,494,492,497,474,514,495,69
2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,2448,2439,2285,2590,2467,2451,1914,2987,79
1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,1209,1349,1272,1375,1256,1338,1324,1311,613
2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,2051,1929,2098,2146,2070,1980,2185,2068,461
1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,1098,1111,1082,1122,1134,1106,1111,1113,601
2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,2720,2469,2949,2829,2489,2982,2828,2753,253
1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,1433,1221,1588,1255,1292,1684,1561,1434,19
17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,17205,17209,17213,17210,17129,17025,17442,17243,101
3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,3790,3638,4612,3565,4333,4129,3759,4280,443
1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,1849,1427,2376,2479,1737,2524,1897,2350,385
958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,958,1378,707,1568,1396,1092,1327,1429,595
785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,785,936,379,1529,864,486,1349,954,264
1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,1016,906,1110,1024,1029,1014,1018,1020,586
1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,1587,2634,1887,2158,2309,2035,2202,2118,576
5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,5811,5279,6364,5455,5382,6640,5841,5826,314
996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,996,1755,2925,3295,2740,2698,3182,2598,274
645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,645,687,663,645,691,665,659,679,40
1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,1826,2761,1803,2469,1968,4017,2697,2509,420
532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,532,643,627,728,630,545,813,653,10
6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,6752,6036,7422,7027,6789,6760,6916,6815,550
4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,4432,4367,4382,3811,5156,4435,4427,4440,438
5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,5713,5697,5664,3576,7681,5624,6033,5713,100
1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,1061,1069,1134,1175,1220,1063,1137,1281,266
2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,2420,2320,2509,2427,2421,2413,2386,2459,471
3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,3367,1855,4872,2968,3512,3562,3407,3392,442
2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,2815,2225,2720,3262,3038,2843,2531,3105,166
1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,1470,1430,1241,1740,1416,1525,1465,1476,386
3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,3087,3121,3090,3112,3080,3132,3065,3143,121
2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,2744,2735,2620,2706,2806,2853,2731,2757,236
3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,3475,4428,3333,4579,3555,4084,4123,4207,537
811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,811,618,990,839,717,967,726,924,270
478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,478,418,303,768,397,343,630,599,608
1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,1718,1641,1798,1597,1849,1725,1729,1754,467
2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,2379,2428,2297,2478,2424,2292,2496,2436,383
1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,1224,1103,1347,1146,1337,1245,1094,1397,291
