band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,3203,3113,3266,3188,3228,3232,383
1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,1634,1598,1588,1569,1689,1815,291
764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,764,807,754,816,780,797,319
4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,4152,5844,5491,5185,5172,5169,252
4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,4798,4781,4850,4961,4734,5000,413
1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,1582,1457,1712,1625,1561,1636,21
2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,2662,2615,2613,2516,2914,2679,569
1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,1179,1089,1109,1345,1304,1206,325
3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,3317,3136,3331,3452,3321,3347,134
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,98
5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,5358,4622,4958,6797,5674,6138,533
3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,3754,3539,3983,3740,3606,3933,108
4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,4191,4166,4235,4097,4291,4303,402
3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,3926,3926,3931,3901,3856,4037,507
2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,2677,2804,2602,2872,2771,2747,367
1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,1381,1450,1477,1520,1462,1459,590
7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,7629,7633,7628,7634,7629,7635,475
5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,5301,5354,5471,5475,5407,5423,120
2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,2903,2820,2943,2945,2904,2904,483
2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,2278,2085,2090,2786,2240,2382,620
3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,3394,3490,3439,3371,3511,3448,156
3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,3457,3737,3431,3705,3664,3620,364
5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,5988,6787,8804,6785,6899,8014,515
7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,7161,8036,7625,7101,7841,7884,545
4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,4322,4139,4625,4230,4498,4365,154
2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,2944,2856,2464,3488,2967,2975,259
6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,6442,6894,6665,6682,6666,6676,457
998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,998,842,1151,1818,1227,1408,380
7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,7161,7491,7329,7436,7059,7653,414
7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,7424,7513,7256,6859,8285,7805,376
9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,9176,9157,9036,9328,9101,9264,118
7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,7314,7394,7341,7339,7386,7361,557
2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,2373,2374,1919,2810,2396,2383,230
2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,2465,2729,2613,2371,3118,2666,332
3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,3259,4077,3733,3421,3787,3910,107
4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,4041,4026,3889,4193,3945,4161,43
3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,3239,3450,3524,2455,4075,3718,596
1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,1430,1811,1710,1499,2197,1843,611
7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,7965,8150,8076,8032,8087,8079,509
1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,1455,1416,1512,1466,1370,1576,84
2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,2356,2338,2554,2287,2544,2428,465
2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,2112,2095,2123,2109,2099,2144,482
3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,3400,2674,4121,3162,3600,3446,573
1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,1792,1365,2139,1754,1885,1865,297
3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,3800,3807,3815,3724,3786,3914,117
3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,3270,3262,3244,3288,3285,3270,180
2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,2973,2983,2738,3215,2970,2991,204
1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,1683,2104,2337,2052,2046,2045,246
4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,4887,5235,5064,5062,5059,5065,520
2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,2034,1805,1831,2470,2020,2053,487
8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,8297,8449,8300,8433,8348,8624,534
3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,3907,3738,4084,3961,4001,3968,203
4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,4135,4101,4124,3819,4343,4326,612
1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,1196,1196,1176,1220,1201,1198,186
2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,2758,2469,3082,2643,2893,2774,124
8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,8446,8299,8524,8517,8391,8502,499
5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,5516,5482,5537,5542,5502,5536,429
2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,2191,2171,2270,2192,2057,2446,281
10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,10937,11296,11030,11192,11055,11187,516
3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,3831,3911,3731,4015,3831,3915,501
3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,3168,3402,3283,3294,3277,3296,286
